date,futures_close,futures_change_pct
2021-01-19 00:00:00-05:00,3790.5,
2021-01-20 00:00:00-05:00,3845.0,1.4378050389130648
2021-01-21 00:00:00-05:00,3846.0,0.02600780234069955
2021-01-22 00:00:00-05:00,3834.25,-0.30551222048882387
2021-01-25 00:00:00-05:00,3848.5,0.371650257547107
2021-01-26 00:00:00-05:00,3842.5,-0.15590489801221574
2021-01-27 00:00:00-05:00,3744.25,-2.5569290826285007
2021-01-28 00:00:00-05:00,3779.25,0.9347666421846812
2021-01-29 00:00:00-05:00,3705.25,-1.9580604617318254
2021-02-01 00:00:00-05:00,3765.75,1.632818298360439
2021-02-02 00:00:00-05:00,3818.25,1.394144592710611
2021-02-03 00:00:00-05:00,3823.5,0.1374975446867044
2021-02-04 00:00:00-05:00,3864.5,1.0723159408918548
2021-02-05 00:00:00-05:00,3880.25,0.4075559580799526
2021-02-08 00:00:00-05:00,3908.0,0.7151601056633039
2021-02-09 00:00:00-05:00,3905.5,-0.06397134083930833
2021-02-10 00:00:00-05:00,3903.0,-0.06401229035974954
2021-02-11 00:00:00-05:00,3912.0,0.2305918524212247
2021-02-12 00:00:00-05:00,3931.0,0.4856850715746486
2021-02-16 00:00:00-05:00,3927.75,-0.08267616382600096
2021-02-17 00:00:00-05:00,3928.0,0.006364967220418016
2021-02-18 00:00:00-05:00,3909.5,-0.4709775967413399
2021-02-19 00:00:00-05:00,3903.0,-0.16626167029031302
2021-02-22 00:00:00-05:00,3873.5,-0.7558288496028687
2021-02-23 00:00:00-05:00,3878.0,0.11617400283980839
2021-02-24 00:00:00-05:00,3922.5,1.1474987106756096
2021-02-25 00:00:00-05:00,3828.0,-2.409177820267683
2021-02-26 00:00:00-05:00,3809.25,-0.48981191222570164
2021-03-01 00:00:00-05:00,3898.75,2.349543873465909
2021-03-02 00:00:00-05:00,3867.5,-0.8015389547932017
2021-03-03 00:00:00-05:00,3816.75,-1.312217194570131
2021-03-04 00:00:00-05:00,3765.5,-1.3427654418025847
2021-03-05 00:00:00-05:00,3839.0,1.9519320143407182
2021-03-08 00:00:00-05:00,3819.25,-0.5144568898150514
2021-03-09 00:00:00-05:00,3873.25,1.413890161680964
2021-03-10 00:00:00-05:00,3896.5,0.6002710901697572
2021-03-11 00:00:00-05:00,3936.75,1.0329783138714133
2021-03-12 00:00:00-05:00,3942.25,0.1397091509493853
2021-03-15 00:00:00-04:00,3967.5,0.6404971780074931
2021-03-16 00:00:00-04:00,3962.5,-0.1260239445494693
2021-03-17 00:00:00-04:00,3974.0,0.29022082018927975
2021-03-18 00:00:00-04:00,3916.5,-1.446904881731248
2021-03-19 00:00:00-04:00,3912.6201171875,-0.09906505330014026
2021-03-22 00:00:00-04:00,3930.0,0.4442006198392079
2021-03-23 00:00:00-04:00,3899.75,-0.7697201017811683
2021-03-24 00:00:00-04:00,3880.75,-0.487210718635811
2021-03-25 00:00:00-04:00,3900.5,0.5089222444115249
2021-03-26 00:00:00-04:00,3964.75,1.64722471478016
2021-03-29 00:00:00-04:00,3959.0,-0.14502805977678612
2021-03-30 00:00:00-04:00,3947.75,-0.28416266734023754
2021-03-31 00:00:00-04:00,3967.5,0.5002849724526692
2021-04-01 00:00:00-04:00,4010.0,1.0712035286704502
2021-04-05 00:00:00-04:00,4067.75,1.440149625935172
2021-04-06 00:00:00-04:00,4064.0,-0.09218855632721068
2021-04-07 00:00:00-04:00,4070.0,0.1476377952756014
2021-04-08 00:00:00-04:00,4089.0,0.46683046683047014
2021-04-09 00:00:00-04:00,4119.5,0.7459036439227296
2021-04-12 00:00:00-04:00,4120.25,0.01820609297245035
2021-04-13 00:00:00-04:00,4132.75,0.3033796492931229
2021-04-14 00:00:00-04:00,4118.0,-0.3569052083963409
2021-04-15 00:00:00-04:00,4162.5,1.0806216610004915
2021-04-16 00:00:00-04:00,4176.25,0.33033033033031955
2021-04-19 00:00:00-04:00,4155.5,-0.49685722837473634
2021-04-20 00:00:00-04:00,4126.5,-0.6978702923835844
2021-04-21 00:00:00-04:00,4164.75,0.9269356597600975
2021-04-22 00:00:00-04:00,4127.75,-0.8884086679872727
2021-04-23 00:00:00-04:00,4171.5,1.0598994609654078
2021-04-26 00:00:00-04:00,4179.5,0.1917775380558595
2021-04-27 00:00:00-04:00,4179.0,-0.011963153487259959
2021-04-28 00:00:00-04:00,4176.25,-0.06580521655898952
2021-04-29 00:00:00-04:00,4203.5,0.6524992517210393
2021-04-30 00:00:00-04:00,4174.5,-0.6899012727489051
2021-05-03 00:00:00-04:00,4185.75,0.26949335249730755
2021-05-04 00:00:00-04:00,4158.25,-0.6569909813056163
2021-05-05 00:00:00-04:00,4160.0,0.0420850117236915
2021-05-06 00:00:00-04:00,4194.25,0.8233173076923173
2021-05-07 00:00:00-04:00,4225.25,0.7391071109256631
2021-05-10 00:00:00-04:00,4183.5,-0.9881072125909718
2021-05-11 00:00:00-04:00,4146.25,-0.8904027727978936
2021-05-12 00:00:00-04:00,4058.75,-2.1103406692794646
2021-05-13 00:00:00-04:00,4107.0,1.188789651986455
2021-05-14 00:00:00-04:00,4169.0,1.5096177258339338
2021-05-17 00:00:00-04:00,4157.75,-0.26984888462461276
2021-05-18 00:00:00-04:00,4123.0,-0.8357885875774129
2021-05-19 00:00:00-04:00,4111.5,-0.27892311423720617
2021-05-20 00:00:00-04:00,4154.25,1.0397665085735142
2021-05-21 00:00:00-04:00,4151.75,-0.060179334416565755
2021-05-24 00:00:00-04:00,4193.75,1.011621605347135
2021-05-25 00:00:00-04:00,4185.5,-0.19672131147541183
2021-05-26 00:00:00-04:00,4193.0,0.17919006092461665
2021-05-27 00:00:00-04:00,4199.0,0.14309563558312366
2021-05-28 00:00:00-04:00,4202.5,0.0833531793284159
2021-06-01 00:00:00-04:00,4198.5,-0.09518143961927406
2021-06-02 00:00:00-04:00,4206.25,0.18458973442896376
2021-06-03 00:00:00-04:00,4191.25,-0.35661218424962726
2021-06-04 00:00:00-04:00,4228.25,0.8827915299731481
2021-06-07 00:00:00-04:00,4225.5,-0.06503872760598162
2021-06-08 00:00:00-04:00,4225.75,0.005916459590582512
2021-06-09 00:00:00-04:00,4218.5,-0.17156717742412564
2021-06-10 00:00:00-04:00,4238.0,0.46224961479199855
2021-06-11 00:00:00-04:00,4245.75,0.18286927796129504
2021-06-14 00:00:00-04:00,4254.75,0.2119766825649183
2021-06-15 00:00:00-04:00,4246.5,-0.19390093424995758
2021-06-16 00:00:00-04:00,4223.0,-0.5533969151065632
