Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,Ticker,Sector
2016-01-08 00:00:00+00:00,37.82421385309736,38.17158163092196,36.17268983635346,36.271446228027344,271442000,0.0,0.0,Alphabet,GOOGL,Technology
2016-01-15 00:00:00+00:00,36.3230555921978,37.36766487680276,34.81246818004304,35.25810241699219,281674000,0.0,0.0,Alphabet,GOOGL,Technology
2016-01-22 00:00:00+00:00,35.73747186114245,37.14732854014508,34.13111648772049,36.99348831176758,230248000,0.0,0.0,Alphabet,GOOGL,Technology
2016-01-29 00:00:00+00:00,36.9130952923349,37.96862192407068,35.404987150299355,37.78203201293945,256620000,0.0,0.0,Alphabet,GOOGL,Technology
2016-02-05 00:00:00+00:00,38.27381073219163,40.21366244835608,34.74447943373265,34.92412185668945,592960000,0.0,0.0,Alphabet,GOOGL,Technology
2016-02-12 00:00:00+00:00,34.12615145810582,35.8898237302454,33.84477677313804,35.07944869995117,345566000,0.0,0.0,Alphabet,GOOGL,Technology
2016-02-19 00:00:00+00:00,35.663039121631215,36.5240348608717,35.24271491113473,35.83474349975586,174792000,0.0,0.0,Alphabet,GOOGL,Technology
2016-02-26 00:00:00+00:00,36.201960705760456,36.53197213039984,34.837782674559925,35.97121047973633,194560000,0.0,0.0,Alphabet,GOOGL,Technology
2016-03-04 00:00:00+00:00,35.77965720290548,36.87736596464534,35.573216831001,36.23720550537109,230522000,0.0,0.0,Alphabet,GOOGL,Technology
2016-03-11 00:00:00+00:00,35.98560372350222,36.96569844394858,34.93603783013441,36.96421051025391,233760000,0.0,0.0,Alphabet,GOOGL,Technology
2016-03-18 00:00:00+00:00,36.96917341270694,37.9800289743035,36.86346740522543,37.48725509643555,192748000,0.0,0.0,Alphabet,GOOGL,Technology
2016-03-25 00:00:00+00:00,37.41281856905229,37.982514838530285,37.24360115508138,37.4589729309082,106664000,0.0,0.0,Alphabet,GOOGL,Technology
2016-04-01 00:00:00+00:00,37.52497079359552,38.574048330382446,37.13392615162235,38.194915771484375,166362000,0.0,0.0,Alphabet,GOOGL,Technology
2016-04-08 00:00:00+00:00,38.18696402722169,38.33236882193568,37.49668856245557,37.68872833251953,125646000,0.0,0.0,Alphabet,GOOGL,Technology
2016-04-15 00:00:00+00:00,37.9854869870237,38.75368723249099,37.29669278016015,38.70753479003906,153292000,0.0,0.0,Alphabet,GOOGL,Technology
2016-04-22 00:00:00+00:00,38.71696171203582,39.25093120393672,36.2446455376091,36.61186981201172,330180000,0.0,0.0,Alphabet,GOOGL,Technology
2016-04-29 00:00:00+00:00,36.49178038540765,36.99993329708472,34.896327298990656,35.12858200073242,292436000,0.0,0.0,Alphabet,GOOGL,Technology
2016-05-06 00:00:00+00:00,35.32906245557149,36.02728798925841,34.93851280156946,35.987091064453125,175888000,0.0,0.0,Alphabet,GOOGL,Technology
2016-05-13 00:00:00+00:00,36.062518518497015,36.76223567428409,35.90371852935042,35.969722747802734,152880000,0.0,0.0,Alphabet,GOOGL,Technology
2016-05-20 00:00:00+00:00,35.94441899207555,36.51659693531407,35.24916632942593,35.81489562988281,153874000,0.0,0.0,Alphabet,GOOGL,Technology
