Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock
2021-02-08 00:00:00+00:00,147.18923123001434,149.46535210612086,146.43051411608795,147.22915649414062,43942144,0.0,0.0,Barclays
2021-02-09 00:00:00+00:00,146.98956718258586,148.32728434086144,145.9712978200492,147.4487762451172,22036215,0.0,0.0,Barclays
2021-02-10 00:00:00+00:00,146.74996641991677,148.7066393412965,146.00323760286625,147.42880249023438,30458652,0.0,0.0,Barclays
2021-02-11 00:00:00+00:00,145.75167147816114,147.56858318780073,144.0944912835563,145.7117462158203,23145752,0.0,0.0,Barclays
2021-02-12 00:00:00+00:00,144.07454095441202,147.02949791447725,143.73510766571525,145.65184020996094,29981925,0.0,0.0,Barclays
2021-02-15 00:00:00+00:00,148.08765469988768,154.63649302583954,147.78816198427222,153.69810485839844,109807959,0.0,0.0,Barclays
2021-02-16 00:00:00+00:00,154.4767976127334,156.21382817846873,152.3134761779253,155.29539489746094,38397229,0.0,0.0,Barclays
2021-02-17 00:00:00+00:00,155.29542920033649,156.47343023874532,152.61999451679938,154.09747314453125,33211246,0.0,0.0,Barclays
2021-02-18 00:00:00+00:00,151.26226590118387,154.97593932998666,144.83321802480842,147.2490997314453,91617217,0.0,0.0,Barclays
2021-02-19 00:00:00+00:00,148.18753969312104,154.21826568901562,145.35237354432226,153.37869262695312,60807468,0.0,0.0,Barclays
2021-02-22 00:00:00+00:00,151.8612751288314,154.46185561007354,148.8983206766408,153.9976348876953,30215704,0.0,0.0,Barclays
2021-02-23 00:00:00+00:00,154.03753676486863,159.72783794509596,153.13905853672728,158.9092254638672,68232394,0.0,0.0,Barclays
2021-02-24 00:00:00+00:00,158.3102549163428,164.97888482636682,157.31494156643885,164.300048828125,83564176,0.0,0.0,Barclays
2021-02-25 00:00:00+00:00,164.42983704011817,165.52803878690418,162.11365049293292,162.27337646484375,53517314,1.0,0.0,Barclays
2021-02-26 00:00:00+00:00,158.8789893334252,164.44983924417554,157.50124783601822,159.33824157714844,81184844,0.0,0.0,Barclays
2021-03-01 00:00:00+00:00,161.7342995909237,164.01055888498385,160.01711938891165,161.07537841796875,47114977,0.0,0.0,Barclays
2021-03-02 00:00:00+00:00,160.41645103841145,163.77094069467552,159.47800558950416,161.9539337158203,31296043,0.0,0.0,Barclays
2021-03-03 00:00:00+00:00,163.5113699350029,170.06060791015625,111.64358695116583,170.06060791015625,86451554,0.0,0.0,Barclays
2021-03-04 00:00:00+00:00,170.659636691579,170.89923330807025,165.3483549308401,166.38665771484375,43262872,0.0,0.0,Barclays
2021-03-05 00:00:00+00:00,165.78758907242286,175.89098312619677,164.38989175683452,171.2985382080078,92300565,0.0,0.0,Barclays
2021-03-08 00:00:00+00:00,173.19545387772055,177.88774189202954,172.8270558209447,177.628173828125,84993372,0.0,0.0,Barclays
2021-03-09 00:00:00+00:00,175.49166870117188,176.7096687667395,171.53817277831328,175.49166870117188,98181786,0.0,0.0,Barclays
2021-03-10 00:00:00+00:00,172.9159087483268,176.31034109934137,172.21705995757006,173.714599609375,42147591,0.0,0.0,Barclays
2021-03-11 00:00:00+00:00,172.97580710680793,174.05403747923327,170.28023879262514,173.9741668701172,101975567,0.0,0.0,Barclays
2021-03-12 00:00:00+00:00,175.73128261566526,180.42357026455002,174.35354132384515,180.30377197265625,83424067,0.0,0.0,Barclays
2021-03-15 00:00:00+00:00,181.0425729768236,182.24060175955998,177.88775216973323,179.98431396484375,45420351,0.0,0.0,Barclays
2021-03-16 00:00:00+00:00,181.70147166189818,185.50921105785957,181.08249350136984,182.7198028564453,74878061,0.0,0.0,Barclays
2021-03-17 00:00:00+00:00,182.16072777906896,184.4769144913882,179.78462668503172,181.02259826660156,85698077,0.0,0.0,Barclays
2021-03-18 00:00:00+00:00,182.32044750428508,184.63664937086247,179.7346994811529,183.49851989746094,47424759,0.0,0.0,Barclays
2021-03-19 00:00:00+00:00,179.8844474000281,210.1048004508029,177.28872126305157,182.3004913330078,133130758,0.0,0.0,Barclays
2021-03-22 00:00:00+00:00,179.6049489231711,185.1957707370401,178.00758214332558,180.66322326660156,102678713,0.0,0.0,Barclays
2021-03-23 00:00:00+00:00,178.16727673378566,182.79966507962703,177.40851362082896,180.78297424316406,111007236,0.0,0.0,Barclays
2021-03-24 00:00:00+00:00,178.985946747023,186.27397645681523,177.64814824854048,183.9178466796875,93725377,0.0,0.0,Barclays
2021-03-25 00:00:00+00:00,182.50017249106796,183.81799949110118,178.9460140793354,181.7414093017578,73354309,0.0,0.0,Barclays
2021-03-26 00:00:00+00:00,183.97775446671142,184.7964168671638,182.4003440539901,182.65992736816406,73107263,0.0,0.0,Barclays
2021-03-29 00:00:00+01:00,180.50346152504906,184.7464908310931,178.62654015721864,180.0841522216797,55454794,0.0,0.0,Barclays
2021-03-30 00:00:00+01:00,182.65991666518897,190.02780166872571,182.06688155689343,188.82977294921875,69548927,0.0,0.0,Barclays
2021-03-31 00:00:00+01:00,187.77151208296394,189.3089794645015,185.61505126953125,185.61505126953125,73896216,0.0,0.0,Barclays
2021-04-01 00:00:00+01:00,185.77478654644042,189.72828267742602,183.5584266536487,183.6981964111328,97180484,0.0,0.0,Barclays
2021-04-06 00:00:00+01:00,184.6965537649487,189.3289423959732,184.6965537649487,185.27560424804688,79645742,0.0,0.0,Barclays
2021-04-07 00:00:00+01:00,186.45365142845816,189.68834232917237,185.73483122829944,187.05267333984375,58139462,0.0,0.0,Barclays
2021-04-08 00:00:00+01:00,188.69000792810917,189.90800813978524,185.87462589443635,187.6716766357422,55098830,0.0,0.0,Barclays
2021-04-09 00:00:00+01:00,188.82977649153707,188.82977649153707,183.60636325494298,185.39541625976562,69012903,0.0,0.0,Barclays
2021-04-12 00:00:00+01:00,184.45693802173795,189.84808969788847,183.69819011195105,187.77149963378906,78525247,0.0,0.0,Barclays
2021-04-13 00:00:00+01:00,186.85301898938005,189.88802599999576,186.31389618042306,186.51358032226562,66672523,0.0,0.0,Barclays
2021-04-14 00:00:00+01:00,181.84124413461174,189.16920103863148,164.82920070879013,187.27232360839844,63661849,0.0,0.0,Barclays
2021-04-15 00:00:00+01:00,188.57019375272958,189.8680492358888,184.31717148395725,184.33714294433594,58142184,0.0,0.0,Barclays
2021-04-16 00:00:00+01:00,185.1158777260738,189.7882096488883,184.6965684258072,188.8697052001953,62082613,0.0,0.0,Barclays
2021-04-19 00:00:00+01:00,187.7515587575966,189.44876752638956,181.7015002525245,187.37217712402344,41800957,0.0,0.0,Barclays
2021-04-20 00:00:00+01:00,188.2507067748193,189.00846448508753,179.70474999045277,181.50180053710938,57315982,0.0,0.0,Barclays
2021-04-21 00:00:00+01:00,180.92275088381206,185.27559990139494,178.7862616781126,180.44354248046875,62965545,0.0,0.0,Barclays
2021-04-22 00:00:00+01:00,180.60328125813814,182.95941098937848,179.88446098530133,182.02096557617188,42056630,0.0,0.0,Barclays
2021-04-23 00:00:00+01:00,180.4435469537586,182.1407554844012,178.06744587060248,181.68150329589844,83291209,0.0,0.0,Barclays
2021-04-26 00:00:00+01:00,182.08086727682152,186.25400397624233,180.08414765403373,185.77479553222656,40721434,0.0,0.0,Barclays
2021-04-27 00:00:00+01:00,185.31554553630806,187.35220810685848,183.99771849103598,186.19410705566406,52370374,0.0,0.0,Barclays
2021-04-28 00:00:00+01:00,187.79149536208527,189.78821507785966,185.85467480038213,188.65008544921875,68836515,0.0,0.0,Barclays
2021-04-29 00:00:00+01:00,189.46873571385873,190.2674266600003,186.95286456532975,188.4104766845703,54782804,0.0,0.0,Barclays
2021-04-30 00:00:00+01:00,178.7063866422387,180.18395473561554,174.33356627306114,175.21212768554688,147740583,0.0,0.0,Barclays
2021-05-04 00:00:00+01:00,177.20883925878533,179.18558711576873,169.38170319776717,170.61965942382812,89771624,0.0,0.0,Barclays
2021-05-05 00:00:00+01:00,173.5947965620262,176.60983201018627,172.98180526563826,176.47006225585938,58059189,0.0,0.0,Barclays
2021-05-06 00:00:00+01:00,176.72966917694313,177.50838866003264,174.95258981976315,176.80953979492188,73071388,0.0,0.0,Barclays
2021-05-07 00:00:00+01:00,178.90609003825205,182.60001860095545,178.16032116873484,181.24224853515625,60271635,0.0,0.0,Barclays
2021-05-10 00:00:00+01:00,182.85957700405245,185.89458396672376,182.58003749040225,185.1558074951172,62984368,0.0,0.0,Barclays
2021-05-11 00:00:00+01:00,181.68150575957134,184.1374774841954,178.85614579672045,179.7047576904297,44109066,0.0,0.0,Barclays
2021-05-12 00:00:00+01:00,179.90441057421845,182.83959045915415,178.46677020333078,181.162353515625,36776980,0.0,0.0,Barclays
2021-05-13 00:00:00+01:00,177.90769958496094,179.0059013737226,173.91426069311552,177.90769958496094,48908907,0.0,0.0,Barclays
2021-05-14 00:00:00+01:00,182.0209634412862,182.0209634412862,178.88609908977284,180.4036102294922,35198377,0.0,0.0,Barclays
2021-05-17 00:00:00+01:00,181.0824705408248,182.0408872334252,177.8477799273415,178.92601013183594,29206075,0.0,0.0,Barclays
2021-05-18 00:00:00+01:00,181.3620531334856,182.100829669319,178.04749113524585,179.96434020996094,33884356,0.0,0.0,Barclays
2021-05-19 00:00:00+01:00,177.48839186579804,180.69313330710045,174.97252107670386,177.78790283203125,32876459,0.0,0.0,Barclays
2021-05-20 00:00:00+01:00,180.44352792023668,180.7030959440693,177.1289665829808,178.58657836914062,28753461,0.0,0.0,Barclays
2021-05-21 00:00:00+01:00,178.5865943821061,179.70475241119462,176.45010515723456,178.7263641357422,32681504,0.0,0.0,Barclays
2021-05-24 00:00:00+01:00,179.80459365779444,180.68313986217194,177.8677733421322,179.38526916503906,18683315,0.0,0.0,Barclays
2021-05-25 00:00:00+01:00,180.02422943546148,181.32208486580157,178.64648816685778,179.3453369140625,26189150,0.0,0.0,Barclays
2021-05-26 00:00:00+01:00,178.54667883398903,179.27847833856703,174.83277882942832,178.9659881591797,40727970,0.0,0.0,Barclays
2021-05-27 00:00:00+01:00,178.44682584899758,183.81799090440114,178.26711317380168,183.398681640625,60136371,0.0,0.0,Barclays
2021-05-28 00:00:00+01:00,184.6965446969168,184.99605565398812,182.40031433771662,182.79966735839844,33343363,0.0,0.0,Barclays
2021-06-01 00:00:00+01:00,184.6965537649487,186.4936043618463,183.7980360833803,185.27560424804688,28035436,0.0,0.0,Barclays
2021-06-02 00:00:00+01:00,185.8546462923864,186.29392699987807,183.89785456822167,186.13418579101562,24455974,0.0,0.0,Barclays
2021-06-03 00:00:00+01:00,186.95283665329524,186.95283665329524,183.71816089331452,186.0343475341797,20995195,0.0,0.0,Barclays
2021-06-04 00:00:00+01:00,185.59508467579911,186.69328657267255,183.23895488831224,183.6582794189453,17250609,0.0,0.0,Barclays
2021-06-07 00:00:00+01:00,184.23729394075175,187.72157480827047,183.7181578605348,186.6732940673828,31081962,0.0,0.0,Barclays
2021-06-08 00:00:00+01:00,185.95446394659885,187.87131265708013,184.09751437804522,184.8562774658203,49034615,0.0,0.0,Barclays
2021-06-09 00:00:00+01:00,184.21731295320657,184.45690950148267,179.44515540577095,180.2039031982422,31636423,0.0,0.0,Barclays
2021-06-10 00:00:00+01:00,180.54337554279132,181.74140420936953,178.64649809018923,178.76629638671875,30700316,0.0,0.0,Barclays
2021-06-11 00:00:00+01:00,178.44682982723518,180.7031174113108,178.14731885107196,180.10409545898438,24749966,0.0,0.0,Barclays
2021-06-14 00:00:00+01:00,181.30214717215654,182.18069344397617,178.86614680396218,179.10574340820312,21613049,0.0,0.0,Barclays
2021-06-15 00:00:00+01:00,179.1456504642566,179.20554960332427,176.78952118045584,178.92601013183594,38862480,0.0,0.0,Barclays
2021-06-16 00:00:00+01:00,179.56497887556873,181.40195709431248,175.0923316196569,176.8294677734375,32392516,0.0,0.0,Barclays
2021-06-17 00:00:00+01:00,178.00755153065228,181.6016375925382,177.48840018044518,178.52670288085938,45179342,0.0,0.0,Barclays
2021-06-18 00:00:00+01:00,176.80953611552303,177.48841350357102,171.44833334426514,171.578125,104144773,0.0,0.0,Barclays
2021-06-21 00:00:00+01:00,169.66126223420773,173.17549290006545,167.69449226300767,172.65634155273438,38740763,0.0,0.0,Barclays
2021-06-22 00:00:00+01:00,173.55485927700389,173.99414001451245,171.13883045446778,172.25698852539062,22908500,0.0,0.0,Barclays
2021-06-23 00:00:00+01:00,172.296915437787,174.11392213420456,172.28693732513844,172.5165557861328,19772874,0.0,0.0,Barclays
2021-06-24 00:00:00+01:00,172.91592385734586,174.89267210499926,172.09727669771664,174.11395263671875,23417109,0.0,0.0,Barclays
2021-06-25 00:00:00+01:00,175.75123599829683,176.33028645601559,173.21540904709016,174.55320739746094,18840303,0.0,0.0,Barclays
2021-06-28 00:00:00+01:00,174.5532246087749,174.85273559695634,171.23867797851562,171.23867797851562,20576150,0.0,0.0,Barclays
2021-06-29 00:00:00+01:00,171.8975775844124,176.70967897956405,171.53818269225445,172.91590881347656,24909381,0.0,0.0,Barclays
2021-06-30 00:00:00+01:00,173.39512361448587,174.27368511766068,169.04228948924037,170.83932495117188,30481846,0.0,0.0,Barclays
2021-07-01 00:00:00+01:00,172.65633682196378,175.91098410809826,172.65633682196378,175.01246643066406,34588336,0.0,0.0,Barclays
2021-07-02 00:00:00+01:00,176.05075327491195,176.88937180221674,171.817717717796,172.07728576660156,21799362,0.0,0.0,Barclays
2021-07-05 00:00:00+01:00,172.29692654228387,177.99755215275152,172.03735849285505,177.4085235595703,22592068,0.0,0.0,Barclays
2021-07-06 00:00:00+01:00,177.56827548461442,177.78791586036334,170.1205046382224,171.23867797851562,40959552,0.0,0.0,Barclays
2021-07-07 00:00:00+01:00,171.2386679882791,173.64970007326616,170.1404661736046,172.21705627441406,28770363,0.0,0.0,Barclays
2021-07-08 00:00:00+01:00,170.5997272420277,170.5997272420277,164.94900712643002,167.3650360107422,41982501,0.0,0.0,Barclays
2021-07-09 00:00:00+01:00,168.3234808197275,217.27306421447065,167.2252788650193,173.07566833496094,38170667,0.0,0.0,Barclays
2021-07-12 00:00:00+01:00,172.77614522018143,173.23539743281634,168.28352610277057,172.43670654296875,26113468,0.0,0.0,Barclays
2021-07-13 00:00:00+01:00,175.0324421769227,176.25842480577856,169.52149198143744,169.72116088867188,38505222,0.0,0.0,Barclays
2021-07-14 00:00:00+01:00,169.26191241304696,173.33522219198235,168.74277628957586,170.42001342773438,38592489,0.0,0.0,Barclays
2021-07-15 00:00:00+01:00,170.97909496725765,170.97909496725765,167.86421724595954,168.8426055908203,31990226,0.0,0.0,Barclays
2021-07-16 00:00:00+01:00,170.22035141705558,170.53983387561598,163.97062435064825,165.148681640625,35153358,0.0,0.0,Barclays
2021-07-19 00:00:00+01:00,162.5729007123241,163.76594794543502,156.6526346094915,159.05868530273438,42659558,0.0,0.0,Barclays
2021-07-20 00:00:00+01:00,160.13687828572913,162.7126479547928,156.90220283964464,161.3948211669922,44276931,0.0,0.0,Barclays
2021-07-21 00:00:00+01:00,161.33491565734198,167.60461265684,160.95553413876294,166.92572021484375,27027116,0.0,0.0,Barclays
2021-07-22 00:00:00+01:00,168.14374950981545,170.0196653114267,164.56961972908888,165.04884338378906,25686515,0.0,0.0,Barclays
2021-07-23 00:00:00+01:00,166.2468642819461,168.28351140105678,165.2485045652965,166.8458709716797,18625582,0.0,0.0,Barclays
2021-07-26 00:00:00+01:00,164.9290280237585,169.66125873354326,162.93230851927288,169.16207885742188,22089394,0.0,0.0,Barclays
2021-07-27 00:00:00+01:00,169.08220139187458,169.86092074834124,166.20692054722204,169.1021728515625,21220583,0.0,0.0,Barclays
2021-07-28 00:00:00+01:00,175.07236495773094,178.34698369262662,172.19708402611104,172.47662353515625,53572257,0.0,0.0,Barclays
2021-07-29 00:00:00+01:00,173.85434882089984,177.44844965397462,173.85434882089984,175.93093872070312,32079518,0.0,0.0,Barclays
2021-07-30 00:00:00+01:00,175.13224943357528,177.0091704660106,173.85435028963278,174.21376037597656,27799937,0.0,0.0,Barclays
2021-08-02 00:00:00+01:00,176.56991281275612,178.92604252309062,175.17221520228708,175.61148071289062,30112526,0.0,0.0,Barclays
2021-08-03 00:00:00+01:00,176.2105095125606,178.22720062909255,174.13391924379457,176.07073974609375,25957326,0.0,0.0,Barclays
2021-08-04 00:00:00+01:00,177.82784110868948,178.90607151108497,176.11066104936646,178.54666137695312,44421678,0.0,0.0,Barclays
2021-08-05 00:00:00+01:00,176.84947675420378,179.5450455087472,176.0707572303082,179.4252471923828,29177262,0.0,0.0,Barclays
2021-08-06 00:00:00+01:00,179.0857785461837,183.09917381134076,178.64250656919515,182.3603973388672,43064760,0.0,0.0,Barclays
2021-08-09 00:00:00+01:00,182.89948809523906,184.5168411160407,181.84122928476665,184.0775604248047,24985030,0.0,0.0,Barclays
2021-08-10 00:00:00+01:00,184.65664893307186,185.49526757083441,183.23896450677833,185.07595825195312,23847919,0.0,0.0,Barclays
2021-08-11 00:00:00+01:00,185.39541615022787,186.89295588526002,183.8489608055645,186.19410705566406,21471281,0.0,0.0,Barclays
2021-08-12 00:00:00+01:00,184.21713081095425,186.07427973098453,180.8822552430122,183.9774932861328,33481678,2.0,0.0,Barclays
2021-08-13 00:00:00+01:00,184.27704250462128,185.8745955857086,184.21713693027468,184.81622314453125,22421190,0.0,0.0,Barclays
2021-08-16 00:00:00+01:00,182.71940553118597,184.51664863266961,180.3630235171058,182.6395263671875,49644007,0.0,0.0,Barclays
2021-08-17 00:00:00+01:00,181.70100576509736,183.3185325349383,180.08349423065255,181.94064331054688,43163979,0.0,0.0,Barclays
2021-08-18 00:00:00+01:00,181.72095020096594,182.61956419021985,178.86533465982075,182.12033081054688,176161271,0.0,0.0,Barclays
2021-08-19 00:00:00+01:00,178.54585322053808,181.02204679519733,177.56734471727978,178.62571716308594,40544150,0.0,0.0,Barclays
2021-08-20 00:00:00+01:00,178.9252633350155,179.84385104399755,176.64876004853926,179.0450897216797,27386058,0.0,0.0,Barclays
2021-08-23 00:00:00+01:00,181.40145091349976,182.81928725482632,179.2447740854801,180.3231201171875,18508495,0.0,0.0,Barclays
2021-08-24 00:00:00+01:00,181.8607306811545,181.8607306811545,178.76847907795536,181.54122924804688,29212706,0.0,0.0,Barclays
2021-08-25 00:00:00+01:00,182.12035069150713,185.24555686474557,180.5827184178337,184.8561553955078,24880568,0.0,0.0,Barclays
2021-08-26 00:00:00+01:00,183.3983979111484,185.744801284688,182.91913805190916,184.257080078125,38524901,0.0,0.0,Barclays
2021-08-27 00:00:00+01:00,183.61805573744334,185.51515197753906,183.09886392197757,185.51515197753906,29684420,0.0,0.0,Barclays
2021-08-31 00:00:00+01:00,182.71945027755484,185.3554023934545,179.06505761550858,184.6165313720703,65512687,0.0,0.0,Barclays
2021-09-01 00:00:00+01:00,185.53514310817155,186.49366288526838,183.05893400731088,183.6979522705078,38587321,0.0,0.0,Barclays
2021-09-02 00:00:00+01:00,183.1188350802547,185.47521772441223,182.81630580624292,185.19564819335938,22671065,0.0,0.0,Barclays
2021-09-03 00:00:00+01:00,185.1956119425755,186.5735009583356,184.03740207009545,184.41680908203125,24072521,0.0,0.0,Barclays
2021-09-06 00:00:00+01:00,184.87614756002552,186.53360638437482,184.1971820989801,185.3154754638672,11792101,0.0,0.0,Barclays
2021-09-07 00:00:00+01:00,184.29701812843322,186.21407270551873,183.69793190760848,185.09579467773438,18954116,0.0,0.0,Barclays
2021-09-08 00:00:00+01:00,183.3384769897423,183.95753679298886,181.12187937759597,182.14031982421875,49061492,0.0,0.0,Barclays
2021-09-09 00:00:00+01:00,179.1049975099848,183.09086652969012,178.026651429059,181.4613800048828,35584853,0.0,0.0,Barclays
2021-09-10 00:00:00+01:00,183.05892253814685,183.43733930916616,179.6641410842428,179.983642578125,30709605,0.0,0.0,Barclays
2021-09-13 00:00:00+01:00,182.28008672855535,184.3369257878381,181.04199771405538,183.857666015625,1549882,0.0,0.0,Barclays
2021-09-14 00:00:00+01:00,182.87919532354664,184.01744694442368,180.32312257739437,180.66259765625,27875505,0.0,0.0,Barclays
2021-09-15 00:00:00+01:00,179.9836244103018,182.22019558329916,178.86534644150044,179.58424377441406,49605732,0.0,0.0,Barclays
2021-09-16 00:00:00+01:00,179.72404892934998,183.31853600209553,179.56928777271474,182.41990661621094,28606806,0.0,0.0,Barclays
2021-09-17 00:00:00+01:00,182.71943461309968,184.61651554497928,180.92219122556392,182.4398651123047,74010939,0.0,0.0,Barclays
2021-09-20 00:00:00+01:00,178.72555603814766,179.4424575116672,174.33230824086485,174.6518096923828,47433772,0.0,0.0,Barclays
2021-09-21 00:00:00+01:00,176.20941620090113,177.98668588206348,173.99281869106596,174.7516632080078,39211822,0.0,0.0,Barclays
2021-09-22 00:00:00+01:00,176.08961954385356,181.38149705426062,176.08961954385356,180.94216918945312,26876550,0.0,0.0,Barclays
2021-09-23 00:00:00+01:00,182.57965882615648,184.4567814825587,181.56121831732167,183.677978515625,39115752,0.0,0.0,Barclays
2021-09-24 00:00:00+01:00,182.28012928918142,185.11577185367778,181.42144707763424,183.4583282470703,29868089,0.0,0.0,Barclays
2021-09-27 00:00:00+01:00,184.676457530993,187.95142797475822,184.33696718218803,187.49212646484375,43652049,0.0,0.0,Barclays
2021-09-28 00:00:00+01:00,187.3123992244933,188.2110133532416,185.25554458321858,186.03436279296875,33952073,0.0,0.0,Barclays
2021-09-29 00:00:00+01:00,185.7148564765345,188.3108766934835,185.47322308192662,187.49212646484375,26829823,0.0,0.0,Barclays
2021-09-30 00:00:00+01:00,188.71022474038733,191.08658059392576,188.15108577141223,189.30931091308594,53202366,0.0,0.0,Barclays
2021-10-01 00:00:00+01:00,186.47364110585966,188.17104673604626,184.27701734580978,187.59193420410156,33784479,0.0,0.0,Barclays
2021-10-04 00:00:00+01:00,187.7517034817656,190.42760261506623,185.13572515838123,186.9928741455078,23906512,0.0,0.0,Barclays
2021-10-05 00:00:00+01:00,187.47211158984277,194.64111078086432,186.88701153664533,194.3016357421875,42464706,0.0,0.0,Barclays
2021-10-06 00:00:00+01:00,194.16187720853264,194.4813786894057,153.54423639431516,191.6057891845703,36957945,0.0,0.0,Barclays
2021-10-07 00:00:00+01:00,194.4014822393424,194.80087809919513,191.5858137955034,193.44296264648438,40405972,0.0,0.0,Barclays
2021-10-08 00:00:00+01:00,193.6226896888637,195.45986503603783,193.08352429353465,194.8607940673828,31711544,0.0,0.0,Barclays
2021-10-11 00:00:00+01:00,195.14036657993987,198.3154838984096,194.24173725998776,197.37692260742188,30434461,0.0,0.0,Barclays
2021-10-12 00:00:00+01:00,195.16035372857814,197.5766418819151,192.82392952285554,197.15728759765625,20730008,0.0,0.0,Barclays
2021-10-13 00:00:00+01:00,196.47830443072482,197.75634077278067,191.10654793229338,192.6242218017578,51152842,0.0,0.0,Barclays
2021-10-14 00:00:00+01:00,194.7010148507896,196.13282188850795,193.77743006659819,194.1019287109375,40912565,0.0,0.0,Barclays
2021-10-15 00:00:00+01:00,195.20028826012785,198.5551378135541,195.00059791768274,197.51673889160156,41273237,0.0,0.0,Barclays
2021-10-18 00:00:00+01:00,197.79627463720794,199.99289849974406,197.05740373741386,199.15419006347656,29625968,0.0,0.0,Barclays
2021-10-19 00:00:00+01:00,199.11425854839044,199.97294065376408,198.3274722726731,199.214111328125,22713720,0.0,0.0,Barclays
2021-10-20 00:00:00+01:00,199.67340501688307,200.04284812740036,195.71948465201567,198.13577270507812,28212917,0.0,0.0,Barclays
2021-10-21 00:00:00+01:00,199.67337820088042,199.69335180197083,195.6994847659314,196.5980987548828,35093906,0.0,0.0,Barclays
2021-10-22 00:00:00+01:00,197.31699522649652,200.7916705030052,196.3584756736203,198.5550994873047,30111945,0.0,0.0,Barclays
2021-10-25 00:00:00+01:00,199.67339016342984,203.5823962909647,198.83069001873002,200.29244995117188,58537731,0.0,0.0,Barclays
2021-10-26 00:00:00+01:00,200.14265649736518,203.11310116545485,199.5535647728109,202.4890594482422,27625285,0.0,0.0,Barclays
2021-10-27 00:00:00+01:00,201.39074589352325,202.18952236228017,198.57507750451262,199.15419006347656,28863498,0.0,0.0,Barclays
2021-10-28 00:00:00+01:00,199.7432804662301,202.0896682354412,196.6380482008605,198.97445678710938,29834449,0.0,0.0,Barclays
2021-10-29 00:00:00+01:00,198.17568677578845,202.68876099085483,196.72791295864693,201.93991088867188,36670928,0.0,0.0,Barclays
2021-11-01 00:00:00+00:00,194.56126150119763,202.68878148943705,194.41948090720976,200.54208374023438,60270275,0.0,0.0,Barclays
