feature,importance,importance_pct,ticker,horizon
AD,0.0,0.0,RIOT,1d
price_vs_vwap,0.0,0.0,RIOT,1d
day_sin,0.0,0.0,RIOT,1d
month_sin,0.0,0.0,RIOT,1d
month_cos,0.0,0.0,RIOT,1d
sentiment_compound,0.0,0.0,RIOT,1d
sentiment_positive,0.0,0.0,RIOT,1d
sentiment_negative,0.0,0.0,RIOT,1d
news_volume,0.0,0.0,RIOT,1d
sentiment_change_1d,0.0,0.0,RIOT,1d
sentiment_trend,0.0,0.0,RIOT,1d
sentiment_rsi,0.0,0.0,RIOT,1d
sentiment_momentum,0.0,0.0,RIOT,1d
oc_spread,48.46448993682861,17.308354980094162,MSFT,1d
mfi_rsi_divergence,19.39801001548767,6.927704050803282,MSFT,1d
SMA_20,16.785059928894043,5.994528694929729,MSFT,1d
AD,15.026500225067139,5.366485860945513,MSFT,1d
volume_acceleration,15.006800174713135,5.359450287784685,MSFT,1d
CMF,13.234560012817383,4.726521686409653,MSFT,1d
volume_ma_10,12.028200149536133,4.295688621321666,MSFT,1d
RSI_14,10.97130012512207,3.918232862994834,MSFT,1d
SMA_5,10.140700340270996,3.6215967910722546,MSFT,1d
position_in_range_10,10.064900398254395,3.5945259954112663,MSFT,1d
BB_width,10.024700164794922,3.5801690938549693,MSFT,1d
momentum_10,9.931879997253418,3.5470197836855184,MSFT,1d
volume_momentum,8.968350410461426,3.202909856112626,MSFT,1d
volume_ma_5,8.098150253295898,2.8921311139121615,MSFT,1d
volume_zscore,7.733489990234375,2.7618982508730507,MSFT,1d
volume_ratio,7.573530197143555,2.7047710452640135,MSFT,1d
price_to_sma_50,7.434840202331543,2.655240024396515,MSFT,1d
volatility_5,7.337329864501953,2.620415691290289,MSFT,1d
MACD_hist,6.777949810028076,2.4206416182682005,MSFT,1d
ADX,6.684889793395996,2.3874066496464117,MSFT,1d
STOCH_D,6.367959976196289,2.2742199889177206,MSFT,1d
obv_price_divergence,4.570280075073242,1.6322059718554307,MSFT,1d
ATR,4.3996500968933105,1.5712680720357168,MSFT,1d
BB_upper,4.272200107574463,1.525751248063873,MSFT,1d
VWAP_approx,3.258419990539551,1.1636951083980425,MSFT,1d
AD_slope,2.817270040512085,1.0061451177867964,MSFT,1d
MFI,2.6349198818206787,0.9410215338716184,MSFT,1d
price_to_sma_5,0.0,0.0,MSFT,1d
EMA_5,0.0,0.0,MSFT,1d
SMA_10,0.0,0.0,MSFT,1d
returns,0.0,0.0,MSFT,1d
log_returns,0.0,0.0,MSFT,1d
EMA_10,0.0,0.0,MSFT,1d
EMA_20,0.0,0.0,MSFT,1d
volatility_10,0.0,0.0,MSFT,1d
sma_cross_10_50,0.0,0.0,MSFT,1d
sma_cross_5_20,0.0,0.0,MSFT,1d
EMA_50,0.0,0.0,MSFT,1d
price_to_sma_20,0.0,0.0,MSFT,1d
SMA_50,0.0,0.0,MSFT,1d
price_to_sma_10,0.0,0.0,MSFT,1d
MACD,0.0,0.0,MSFT,1d
STOCH_K,0.0,0.0,MSFT,1d
ATR_pct,0.0,0.0,MSFT,1d
BB_position,0.0,0.0,MSFT,1d
BB_lower,0.0,0.0,MSFT,1d
BB_middle,0.0,0.0,MSFT,1d
RSI_oversold,0.0,0.0,MSFT,1d
RSI_overbought,0.0,0.0,MSFT,1d
volatility_20,0.0,0.0,MSFT,1d
OBV_slope,0.0,0.0,MSFT,1d
OBV_ema,0.0,0.0,MSFT,1d
OBV,0.0,0.0,MSFT,1d
volume_std_20,0.0,0.0,MSFT,1d
volume_spike,0.0,0.0,MSFT,1d
ADX_strong_trend,0.0,0.0,MSFT,1d
volume_ma_20,0.0,0.0,MSFT,1d
volume_trend,0.0,0.0,MSFT,1d
MACD_cross,0.0,0.0,MSFT,1d
MACD_signal,0.0,0.0,MSFT,1d
momentum_5,0.0,0.0,MSFT,1d
momentum_20,0.0,0.0,MSFT,1d
hl_spread,0.0,0.0,MSFT,1d
momentum_1,0.0,0.0,MSFT,1d
volume_price_trend,0.0,0.0,MSFT,1d
price_vs_vwap,0.0,0.0,MSFT,1d
trend_momentum,0.0,0.0,MSFT,1d
rsi_volume,0.0,0.0,MSFT,1d
position_in_range_5,0.0,0.0,MSFT,1d
volume_volatility,0.0,0.0,MSFT,1d
day_sin,0.0,0.0,MSFT,1d
day_cos,0.0,0.0,MSFT,1d
month_sin,0.0,0.0,MSFT,1d
month_cos,0.0,0.0,MSFT,1d
sentiment_compound,0.0,0.0,MSFT,1d
sentiment_positive,0.0,0.0,MSFT,1d
sentiment_negative,0.0,0.0,MSFT,1d
news_volume,0.0,0.0,MSFT,1d
sentiment_change_1d,0.0,0.0,MSFT,1d
sentiment_trend,0.0,0.0,MSFT,1d
sentiment_rsi,0.0,0.0,MSFT,1d
sentiment_momentum,0.0,0.0,MSFT,1d
day_cos,13.441859483718872,9.896991686061057,LLOY.L,1d
MACD_hist,11.990489959716797,8.82837523981348,LLOY.L,1d
EMA_5,10.87969970703125,8.01052099062258,LLOY.L,1d
BB_lower,10.59469985961914,7.8006808919529895,LLOY.L,1d
mfi_rsi_divergence,10.168000221252441,7.486509866844779,LLOY.L,1d
AD_slope,10.08810043334961,7.427681135778949,LLOY.L,1d
volume_momentum,9.804889678955078,7.219158313096512,LLOY.L,1d
volume_ma_20,9.655200004577637,7.108944583768577,LLOY.L,1d
volume_ma_5,9.144479751586914,6.7329107393533425,LLOY.L,1d
price_to_sma_50,8.44419002532959,6.217300409770785,LLOY.L,1d
month_sin,7.898900032043457,5.8158135071155534,LLOY.L,1d
STOCH_K,6.757190227508545,4.975193765697883,LLOY.L,1d
MFI,6.605279922485352,4.863345027235576,LLOY.L,1d
OBV_slope,4.7637200355529785,3.507438657850528,LLOY.L,1d
EMA_20,3.455440044403076,2.544176379210165,LLOY.L,1d
volatility_20,2.1254899501800537,1.5649588058272454,LLOY.L,1d
log_returns,0.0,0.0,LLOY.L,1d
returns,0.0,0.0,LLOY.L,1d
volatility_10,0.0,0.0,LLOY.L,1d
volatility_5,0.0,0.0,LLOY.L,1d
sma_cross_10_50,0.0,0.0,LLOY.L,1d
sma_cross_5_20,0.0,0.0,LLOY.L,1d
EMA_50,0.0,0.0,LLOY.L,1d
SMA_50,0.0,0.0,LLOY.L,1d
price_to_sma_20,0.0,0.0,LLOY.L,1d
SMA_20,0.0,0.0,LLOY.L,1d
SMA_5,0.0,0.0,LLOY.L,1d
price_to_sma_10,0.0,0.0,LLOY.L,1d
EMA_10,0.0,0.0,LLOY.L,1d
SMA_10,0.0,0.0,LLOY.L,1d
price_to_sma_5,0.0,0.0,LLOY.L,1d
MACD_cross,0.0,0.0,LLOY.L,1d
BB_middle,0.0,0.0,LLOY.L,1d
MACD_signal,0.0,0.0,LLOY.L,1d
ATR_pct,0.0,0.0,LLOY.L,1d
ATR,0.0,0.0,LLOY.L,1d
BB_position,0.0,0.0,LLOY.L,1d
BB_width,0.0,0.0,LLOY.L,1d
ADX_strong_trend,0.0,0.0,LLOY.L,1d
volume_ma_10,0.0,0.0,LLOY.L,1d
ADX,0.0,0.0,LLOY.L,1d
STOCH_D,0.0,0.0,LLOY.L,1d
volume_trend,0.0,0.0,LLOY.L,1d
volume_ratio,0.0,0.0,LLOY.L,1d
volume_acceleration,0.0,0.0,LLOY.L,1d
BB_upper,0.0,0.0,LLOY.L,1d
RSI_oversold,0.0,0.0,LLOY.L,1d
MACD,0.0,0.0,LLOY.L,1d
RSI_overbought,0.0,0.0,LLOY.L,1d
RSI_14,0.0,0.0,LLOY.L,1d
OBV,0.0,0.0,LLOY.L,1d
OBV_ema,0.0,0.0,LLOY.L,1d
volume_std_20,0.0,0.0,LLOY.L,1d
volume_zscore,0.0,0.0,LLOY.L,1d
volume_spike,0.0,0.0,LLOY.L,1d
AD,0.0,0.0,LLOY.L,1d
VWAP_approx,0.0,0.0,LLOY.L,1d
price_vs_vwap,0.0,0.0,LLOY.L,1d
momentum_10,0.0,0.0,LLOY.L,1d
momentum_20,0.0,0.0,LLOY.L,1d
hl_spread,0.0,0.0,LLOY.L,1d
oc_spread,0.0,0.0,LLOY.L,1d
CMF,0.0,0.0,LLOY.L,1d
volume_price_trend,0.0,0.0,LLOY.L,1d
momentum_1,0.0,0.0,LLOY.L,1d
momentum_5,0.0,0.0,LLOY.L,1d
trend_momentum,0.0,0.0,LLOY.L,1d
rsi_volume,0.0,0.0,LLOY.L,1d
position_in_range_10,0.0,0.0,LLOY.L,1d
position_in_range_5,0.0,0.0,LLOY.L,1d
obv_price_divergence,0.0,0.0,LLOY.L,1d
volume_volatility,0.0,0.0,LLOY.L,1d
day_sin,0.0,0.0,LLOY.L,1d
month_cos,0.0,0.0,LLOY.L,1d
sentiment_compound,0.0,0.0,LLOY.L,1d
sentiment_positive,0.0,0.0,LLOY.L,1d
sentiment_negative,0.0,0.0,LLOY.L,1d
news_volume,0.0,0.0,LLOY.L,1d
sentiment_change_1d,0.0,0.0,LLOY.L,1d
sentiment_trend,0.0,0.0,LLOY.L,1d
sentiment_rsi,0.0,0.0,LLOY.L,1d
sentiment_momentum,0.0,0.0,LLOY.L,1d
volume_acceleration,12.268199920654297,15.980115531568018,SOFI,1d
volume_ma_20,9.260720252990723,12.06268079306218,SOFI,1d
AD,8.597090125083923,11.198260080751655,SOFI,1d
volume_momentum,7.806009769439697,10.16782729030896,SOFI,1d
price_to_sma_5,7.429790019989014,9.677776989501762,SOFI,1d
SMA_5,7.187389850616455,9.36203525587353,SOFI,1d
CMF,6.832799911499023,8.900159167280572,SOFI,1d
SMA_50,6.828370094299316,8.894389046880441,SOFI,1d
obv_price_divergence,5.833849906921387,7.598962855950843,SOFI,1d
price_to_sma_20,4.727439880371094,6.157792988822043,SOFI,1d
EMA_20,0.0,0.0,SOFI,1d
SMA_20,0.0,0.0,SOFI,1d
log_returns,0.0,0.0,SOFI,1d
returns,0.0,0.0,SOFI,1d
EMA_10,0.0,0.0,SOFI,1d
price_to_sma_10,0.0,0.0,SOFI,1d
EMA_5,0.0,0.0,SOFI,1d
SMA_10,0.0,0.0,SOFI,1d
volatility_10,0.0,0.0,SOFI,1d
volatility_5,0.0,0.0,SOFI,1d
sma_cross_10_50,0.0,0.0,SOFI,1d
sma_cross_5_20,0.0,0.0,SOFI,1d
price_to_sma_50,0.0,0.0,SOFI,1d
EMA_50,0.0,0.0,SOFI,1d
volatility_20,0.0,0.0,SOFI,1d
RSI_14,0.0,0.0,SOFI,1d
BB_upper,0.0,0.0,SOFI,1d
BB_middle,0.0,0.0,SOFI,1d
BB_lower,0.0,0.0,SOFI,1d
BB_width,0.0,0.0,SOFI,1d
MACD,0.0,0.0,SOFI,1d
MACD_signal,0.0,0.0,SOFI,1d
RSI_overbought,0.0,0.0,SOFI,1d
RSI_oversold,0.0,0.0,SOFI,1d
STOCH_K,0.0,0.0,SOFI,1d
ATR_pct,0.0,0.0,SOFI,1d
ADX_strong_trend,0.0,0.0,SOFI,1d
STOCH_D,0.0,0.0,SOFI,1d
volume_ma_5,0.0,0.0,SOFI,1d
volume_ma_10,0.0,0.0,SOFI,1d
volume_ratio,0.0,0.0,SOFI,1d
ADX,0.0,0.0,SOFI,1d
volume_trend,0.0,0.0,SOFI,1d
volume_spike,0.0,0.0,SOFI,1d
volume_std_20,0.0,0.0,SOFI,1d
volume_zscore,0.0,0.0,SOFI,1d
BB_position,0.0,0.0,SOFI,1d
ATR,0.0,0.0,SOFI,1d
MACD_hist,0.0,0.0,SOFI,1d
MACD_cross,0.0,0.0,SOFI,1d
MFI,0.0,0.0,SOFI,1d
OBV_slope,0.0,0.0,SOFI,1d
OBV_ema,0.0,0.0,SOFI,1d
OBV,0.0,0.0,SOFI,1d
price_vs_vwap,0.0,0.0,SOFI,1d
volume_price_trend,0.0,0.0,SOFI,1d
VWAP_approx,0.0,0.0,SOFI,1d
AD_slope,0.0,0.0,SOFI,1d
momentum_10,0.0,0.0,SOFI,1d
momentum_20,0.0,0.0,SOFI,1d
hl_spread,0.0,0.0,SOFI,1d
oc_spread,0.0,0.0,SOFI,1d
position_in_range_5,0.0,0.0,SOFI,1d
position_in_range_10,0.0,0.0,SOFI,1d
momentum_1,0.0,0.0,SOFI,1d
momentum_5,0.0,0.0,SOFI,1d
trend_momentum,0.0,0.0,SOFI,1d
rsi_volume,0.0,0.0,SOFI,1d
mfi_rsi_divergence,0.0,0.0,SOFI,1d
volume_volatility,0.0,0.0,SOFI,1d
day_sin,0.0,0.0,SOFI,1d
day_cos,0.0,0.0,SOFI,1d
month_sin,0.0,0.0,SOFI,1d
month_cos,0.0,0.0,SOFI,1d
sentiment_compound,0.0,0.0,SOFI,1d
sentiment_positive,0.0,0.0,SOFI,1d
sentiment_negative,0.0,0.0,SOFI,1d
news_volume,0.0,0.0,SOFI,1d
sentiment_change_1d,0.0,0.0,SOFI,1d
sentiment_trend,0.0,0.0,SOFI,1d
sentiment_rsi,0.0,0.0,SOFI,1d
sentiment_momentum,0.0,0.0,SOFI,1d
oc_spread,20.86025047302246,27.18051697359045,RTX,1d
volatility_10,10.419650077819824,13.57660955055733,RTX,1d
EMA_10,7.342549800872803,9.567205329109353,RTX,1d
MFI,7.21150016784668,9.396450103545027,RTX,1d
month_sin,6.8623199462890625,8.941474792909949,RTX,1d
momentum_10,6.293869972229004,8.200795087814452,RTX,1d
volatility_20,6.271389961242676,8.171504053127663,RTX,1d
SMA_20,6.140830039978027,8.001386912847218,RTX,1d
price_to_sma_10,5.344709873199463,6.9640571964985565,RTX,1d
log_returns,0.0,0.0,RTX,1d
EMA_20,0.0,0.0,RTX,1d
price_to_sma_20,0.0,0.0,RTX,1d
EMA_50,0.0,0.0,RTX,1d
returns,0.0,0.0,RTX,1d
SMA_10,0.0,0.0,RTX,1d
price_to_sma_5,0.0,0.0,RTX,1d
EMA_5,0.0,0.0,RTX,1d
SMA_5,0.0,0.0,RTX,1d
volatility_5,0.0,0.0,RTX,1d
sma_cross_10_50,0.0,0.0,RTX,1d
sma_cross_5_20,0.0,0.0,RTX,1d
price_to_sma_50,0.0,0.0,RTX,1d
SMA_50,0.0,0.0,RTX,1d
MACD,0.0,0.0,RTX,1d
RSI_overbought,0.0,0.0,RTX,1d
RSI_14,0.0,0.0,RTX,1d
BB_upper,0.0,0.0,RTX,1d
BB_middle,0.0,0.0,RTX,1d
BB_lower,0.0,0.0,RTX,1d
BB_width,0.0,0.0,RTX,1d
BB_position,0.0,0.0,RTX,1d
MACD_signal,0.0,0.0,RTX,1d
MACD_hist,0.0,0.0,RTX,1d
RSI_oversold,0.0,0.0,RTX,1d
STOCH_K,0.0,0.0,RTX,1d
STOCH_D,0.0,0.0,RTX,1d
ADX_strong_trend,0.0,0.0,RTX,1d
ADX,0.0,0.0,RTX,1d
volume_ma_10,0.0,0.0,RTX,1d
volume_ma_20,0.0,0.0,RTX,1d
volume_ratio,0.0,0.0,RTX,1d
volume_ma_5,0.0,0.0,RTX,1d
volume_trend,0.0,0.0,RTX,1d
volume_acceleration,0.0,0.0,RTX,1d
volume_std_20,0.0,0.0,RTX,1d
volume_spike,0.0,0.0,RTX,1d
volume_zscore,0.0,0.0,RTX,1d
ATR,0.0,0.0,RTX,1d
ATR_pct,0.0,0.0,RTX,1d
MACD_cross,0.0,0.0,RTX,1d
OBV_slope,0.0,0.0,RTX,1d
OBV_ema,0.0,0.0,RTX,1d
OBV,0.0,0.0,RTX,1d
AD,0.0,0.0,RTX,1d
CMF,0.0,0.0,RTX,1d
volume_price_trend,0.0,0.0,RTX,1d
VWAP_approx,0.0,0.0,RTX,1d
AD_slope,0.0,0.0,RTX,1d
momentum_5,0.0,0.0,RTX,1d
momentum_1,0.0,0.0,RTX,1d
momentum_20,0.0,0.0,RTX,1d
hl_spread,0.0,0.0,RTX,1d
position_in_range_5,0.0,0.0,RTX,1d
position_in_range_10,0.0,0.0,RTX,1d
rsi_volume,0.0,0.0,RTX,1d
price_vs_vwap,0.0,0.0,RTX,1d
trend_momentum,0.0,0.0,RTX,1d
volume_momentum,0.0,0.0,RTX,1d
volume_volatility,0.0,0.0,RTX,1d
mfi_rsi_divergence,0.0,0.0,RTX,1d
obv_price_divergence,0.0,0.0,RTX,1d
day_sin,0.0,0.0,RTX,1d
day_cos,0.0,0.0,RTX,1d
month_cos,0.0,0.0,RTX,1d
sentiment_compound,0.0,0.0,RTX,1d
sentiment_positive,0.0,0.0,RTX,1d
sentiment_negative,0.0,0.0,RTX,1d
news_volume,0.0,0.0,RTX,1d
sentiment_change_1d,0.0,0.0,RTX,1d
sentiment_trend,0.0,0.0,RTX,1d
sentiment_rsi,0.0,0.0,RTX,1d
sentiment_momentum,0.0,0.0,RTX,1d
volume_ma_20,35.18969917297363,13.718070373671418,NVDA,1d
volume_ratio,20.208759307861328,7.878020809076516,NVDA,1d
oc_spread,16.050429344177246,6.25697077399762,NVDA,1d
MACD_hist,15.89915943145752,6.198000923249305,NVDA,1d
mfi_rsi_divergence,15.093389987945557,5.8838862194913215,NVDA,1d
RSI_14,12.663529872894287,4.936649021111092,NVDA,1d
AD,12.193099975585938,4.753260399189842,NVDA,1d
volume_acceleration,12.027999877929688,4.688899099958052,NVDA,1d
returns,11.602899551391602,4.523181394709837,NVDA,1d
AD_slope,11.505939960479736,4.485383444662203,NVDA,1d
day_sin,11.084529876708984,4.321104314086917,NVDA,1d
EMA_50,10.229599952697754,3.987825282501704,NVDA,1d
position_in_range_10,9.85846996307373,3.843146940967247,NVDA,1d
STOCH_D,9.84762978553772,3.838921093011823,NVDA,1d
momentum_5,8.2565598487854,3.218671137065501,NVDA,1d
BB_width,7.978859901428223,3.110414814614856,NVDA,1d
ATR_pct,7.618330001831055,2.9698687272449167,NVDA,1d
volume_std_20,7.330699920654297,2.8577413209896796,NVDA,1d
CMF,6.788879871368408,2.6465225342238523,NVDA,1d
month_sin,6.060470104217529,2.362565106866255,NVDA,1d
BB_upper,5.099130153656006,1.987804043124249,NVDA,1d
volatility_5,3.9326999187469482,1.5330922261857929,NVDA,1d
price_to_sma_20,0.0,0.0,NVDA,1d
SMA_50,0.0,0.0,NVDA,1d
SMA_20,0.0,0.0,NVDA,1d
price_to_sma_50,0.0,0.0,NVDA,1d
SMA_10,0.0,0.0,NVDA,1d
price_to_sma_5,0.0,0.0,NVDA,1d
price_to_sma_10,0.0,0.0,NVDA,1d
EMA_10,0.0,0.0,NVDA,1d
EMA_5,0.0,0.0,NVDA,1d
SMA_5,0.0,0.0,NVDA,1d
log_returns,0.0,0.0,NVDA,1d
EMA_20,0.0,0.0,NVDA,1d
volatility_10,0.0,0.0,NVDA,1d
sma_cross_10_50,0.0,0.0,NVDA,1d
sma_cross_5_20,0.0,0.0,NVDA,1d
BB_position,0.0,0.0,NVDA,1d
BB_middle,0.0,0.0,NVDA,1d
ADX_strong_trend,0.0,0.0,NVDA,1d
volume_ma_5,0.0,0.0,NVDA,1d
BB_lower,0.0,0.0,NVDA,1d
STOCH_K,0.0,0.0,NVDA,1d
ATR,0.0,0.0,NVDA,1d
MACD,0.0,0.0,NVDA,1d
MACD_signal,0.0,0.0,NVDA,1d
MACD_cross,0.0,0.0,NVDA,1d
RSI_oversold,0.0,0.0,NVDA,1d
RSI_overbought,0.0,0.0,NVDA,1d
volatility_20,0.0,0.0,NVDA,1d
MFI,0.0,0.0,NVDA,1d
OBV_slope,0.0,0.0,NVDA,1d
OBV_ema,0.0,0.0,NVDA,1d
OBV,0.0,0.0,NVDA,1d
volume_zscore,0.0,0.0,NVDA,1d
volume_spike,0.0,0.0,NVDA,1d
volume_ma_10,0.0,0.0,NVDA,1d
volume_trend,0.0,0.0,NVDA,1d
ADX,0.0,0.0,NVDA,1d
momentum_1,0.0,0.0,NVDA,1d
momentum_20,0.0,0.0,NVDA,1d
momentum_10,0.0,0.0,NVDA,1d
hl_spread,0.0,0.0,NVDA,1d
volume_price_trend,0.0,0.0,NVDA,1d
price_vs_vwap,0.0,0.0,NVDA,1d
VWAP_approx,0.0,0.0,NVDA,1d
trend_momentum,0.0,0.0,NVDA,1d
rsi_volume,0.0,0.0,NVDA,1d
position_in_range_5,0.0,0.0,NVDA,1d
volume_momentum,0.0,0.0,NVDA,1d
obv_price_divergence,0.0,0.0,NVDA,1d
volume_volatility,0.0,0.0,NVDA,1d
day_cos,0.0,0.0,NVDA,1d
month_cos,0.0,0.0,NVDA,1d
sentiment_compound,0.0,0.0,NVDA,1d
sentiment_positive,0.0,0.0,NVDA,1d
sentiment_negative,0.0,0.0,NVDA,1d
news_volume,0.0,0.0,NVDA,1d
sentiment_change_1d,0.0,0.0,NVDA,1d
sentiment_trend,0.0,0.0,NVDA,1d
sentiment_rsi,0.0,0.0,NVDA,1d
sentiment_momentum,0.0,0.0,NVDA,1d
volume_ma_20,32.27840995788574,12.96026258113262,BA.L,1d
momentum_5,22.622010231018066,9.083074200048568,BA.L,1d
EMA_5,14.561100006103516,5.846498628509096,BA.L,1d
RSI_14,13.358369827270508,5.363584539733783,BA.L,1d
STOCH_D,11.49448013305664,4.6152050535448375,BA.L,1d
OBV,11.155599594116211,4.479139467475573,BA.L,1d
AD,10.510899543762207,4.220282790533961,BA.L,1d
volatility_5,10.208780288696289,4.098977407723,BA.L,1d
MACD_hist,9.713459968566895,3.90009891838529,BA.L,1d
volume_trend,9.150469779968262,3.6740499685033243,BA.L,1d
momentum_10,9.064849853515625,3.639672292203555,BA.L,1d
BB_width,8.970189809799194,3.601664874114898,BA.L,1d
BB_lower,8.542960166931152,3.430125806321981,BA.L,1d
day_sin,8.493889808654785,3.4104233262728787,BA.L,1d
MFI,7.501560211181641,3.0119882061086147,BA.L,1d
volatility_10,7.125100135803223,2.860833876183968,BA.L,1d
volume_ma_5,6.404980182647705,2.571694984429842,BA.L,1d
rsi_volume,6.3853302001953125,2.5638052236693234,BA.L,1d
volume_ma_10,5.836820125579834,2.3435702553208735,BA.L,1d
CMF,5.718279838562012,2.2959745637053866,BA.L,1d
volume_std_20,5.6117401123046875,2.2531972760565075,BA.L,1d
AD_slope,5.191259860992432,2.0843681895464354,BA.L,1d
momentum_20,4.767029762268066,1.9140334834236397,BA.L,1d
mfi_rsi_divergence,4.48367977142334,1.8002642398797204,BA.L,1d
ATR,3.9855101108551025,1.600241697897576,BA.L,1d
STOCH_K,2.969019889831543,1.1921057273585312,BA.L,1d
returns,2.9509799480438232,1.1848624219162174,BA.L,1d
price_to_sma_5,0.0,0.0,BA.L,1d
SMA_10,0.0,0.0,BA.L,1d
EMA_10,0.0,0.0,BA.L,1d
SMA_5,0.0,0.0,BA.L,1d
log_returns,0.0,0.0,BA.L,1d
price_to_sma_10,0.0,0.0,BA.L,1d
EMA_20,0.0,0.0,BA.L,1d
sma_cross_5_20,0.0,0.0,BA.L,1d
sma_cross_10_50,0.0,0.0,BA.L,1d
EMA_50,0.0,0.0,BA.L,1d
price_to_sma_50,0.0,0.0,BA.L,1d
SMA_50,0.0,0.0,BA.L,1d
price_to_sma_20,0.0,0.0,BA.L,1d
SMA_20,0.0,0.0,BA.L,1d
MACD_signal,0.0,0.0,BA.L,1d
ATR_pct,0.0,0.0,BA.L,1d
BB_position,0.0,0.0,BA.L,1d
BB_middle,0.0,0.0,BA.L,1d
BB_upper,0.0,0.0,BA.L,1d
RSI_oversold,0.0,0.0,BA.L,1d
MACD,0.0,0.0,BA.L,1d
RSI_overbought,0.0,0.0,BA.L,1d
volatility_20,0.0,0.0,BA.L,1d
OBV_slope,0.0,0.0,BA.L,1d
OBV_ema,0.0,0.0,BA.L,1d
volume_spike,0.0,0.0,BA.L,1d
volume_zscore,0.0,0.0,BA.L,1d
volume_acceleration,0.0,0.0,BA.L,1d
ADX,0.0,0.0,BA.L,1d
ADX_strong_trend,0.0,0.0,BA.L,1d
volume_ratio,0.0,0.0,BA.L,1d
MACD_cross,0.0,0.0,BA.L,1d
volume_price_trend,0.0,0.0,BA.L,1d
momentum_1,0.0,0.0,BA.L,1d
hl_spread,0.0,0.0,BA.L,1d
oc_spread,0.0,0.0,BA.L,1d
position_in_range_5,0.0,0.0,BA.L,1d
VWAP_approx,0.0,0.0,BA.L,1d
price_vs_vwap,0.0,0.0,BA.L,1d
trend_momentum,0.0,0.0,BA.L,1d
position_in_range_10,0.0,0.0,BA.L,1d
volume_volatility,0.0,0.0,BA.L,1d
volume_momentum,0.0,0.0,BA.L,1d
obv_price_divergence,0.0,0.0,BA.L,1d
day_cos,0.0,0.0,BA.L,1d
month_sin,0.0,0.0,BA.L,1d
month_cos,0.0,0.0,BA.L,1d
sentiment_compound,0.0,0.0,BA.L,1d
sentiment_positive,0.0,0.0,BA.L,1d
sentiment_negative,0.0,0.0,BA.L,1d
news_volume,0.0,0.0,BA.L,1d
sentiment_change_1d,0.0,0.0,BA.L,1d
sentiment_trend,0.0,0.0,BA.L,1d
sentiment_rsi,0.0,0.0,BA.L,1d
sentiment_momentum,0.0,0.0,BA.L,1d
rsi_volume,14.989920616149902,22.83609773619716,GSK.L,1d
position_in_range_10,13.348499774932861,20.335507658630036,GSK.L,1d
mfi_rsi_divergence,12.350330352783203,18.814866217945234,GSK.L,1d
SMA_20,7.418799877166748,11.302023767740357,GSK.L,1d
volume_ma_20,6.526869773864746,9.943230513630887,GSK.L,1d
day_cos,6.3381500244140625,9.655729148309222,GSK.L,1d
CMF,4.668769836425781,7.112544957547104,GSK.L,1d
SMA_5,0.0,0.0,GSK.L,1d
log_returns,0.0,0.0,GSK.L,1d
EMA_20,0.0,0.0,GSK.L,1d
price_to_sma_20,0.0,0.0,GSK.L,1d
SMA_50,0.0,0.0,GSK.L,1d
price_to_sma_5,0.0,0.0,GSK.L,1d
EMA_5,0.0,0.0,GSK.L,1d
SMA_10,0.0,0.0,GSK.L,1d
EMA_10,0.0,0.0,GSK.L,1d
price_to_sma_10,0.0,0.0,GSK.L,1d
returns,0.0,0.0,GSK.L,1d
volatility_10,0.0,0.0,GSK.L,1d
volatility_5,0.0,0.0,GSK.L,1d
sma_cross_10_50,0.0,0.0,GSK.L,1d
sma_cross_5_20,0.0,0.0,GSK.L,1d
price_to_sma_50,0.0,0.0,GSK.L,1d
EMA_50,0.0,0.0,GSK.L,1d
RSI_overbought,0.0,0.0,GSK.L,1d
volatility_20,0.0,0.0,GSK.L,1d
BB_upper,0.0,0.0,GSK.L,1d
BB_middle,0.0,0.0,GSK.L,1d
BB_lower,0.0,0.0,GSK.L,1d
RSI_14,0.0,0.0,GSK.L,1d
MACD,0.0,0.0,GSK.L,1d
MACD_signal,0.0,0.0,GSK.L,1d
MACD_hist,0.0,0.0,GSK.L,1d
RSI_oversold,0.0,0.0,GSK.L,1d
STOCH_K,0.0,0.0,GSK.L,1d
STOCH_D,0.0,0.0,GSK.L,1d
ADX_strong_trend,0.0,0.0,GSK.L,1d
ADX,0.0,0.0,GSK.L,1d
volume_ma_5,0.0,0.0,GSK.L,1d
volume_ma_10,0.0,0.0,GSK.L,1d
volume_ratio,0.0,0.0,GSK.L,1d
volume_trend,0.0,0.0,GSK.L,1d
volume_acceleration,0.0,0.0,GSK.L,1d
volume_spike,0.0,0.0,GSK.L,1d
volume_std_20,0.0,0.0,GSK.L,1d
BB_width,0.0,0.0,GSK.L,1d
BB_position,0.0,0.0,GSK.L,1d
ATR,0.0,0.0,GSK.L,1d
ATR_pct,0.0,0.0,GSK.L,1d
MACD_cross,0.0,0.0,GSK.L,1d
MFI,0.0,0.0,GSK.L,1d
OBV_slope,0.0,0.0,GSK.L,1d
OBV_ema,0.0,0.0,GSK.L,1d
OBV,0.0,0.0,GSK.L,1d
volume_zscore,0.0,0.0,GSK.L,1d
volume_price_trend,0.0,0.0,GSK.L,1d
price_vs_vwap,0.0,0.0,GSK.L,1d
AD,0.0,0.0,GSK.L,1d
momentum_5,0.0,0.0,GSK.L,1d
