horizon,feature,importance_mean,importance_pct_mean,stock_count
21d,day_cos,0.04540157232965742,0.000275388205002266,35
21d,momentum_1,0.03700371469770159,0.0002244500806056754,35
21d,RSI_overbought,0.0,0.0,35
21d,RSI_oversold,0.0,0.0,35
21d,latest_sentiment,0.0,0.0,35
21d,negative_ratio,0.0,0.0,35
21d,news_volume,0.0,0.0,35
21d,positive_ratio,0.0,0.0,35
21d,sentiment_momentum,0.0,0.0,35
21d,sentiment_score,0.0,0.0,35
5d,OBV_ema,35.50182793566159,3.7392455897620973,35
5d,ADX,30.705029156804084,6.1367098306116015,35
5d,volume_ma_20,29.989921929155077,5.542046747645547,35
5d,volatility_20,27.929693159035274,4.645266951504468,35
5d,OBV,27.825196698733738,3.0413547161416385,35
5d,SMA_50,27.35221254825592,5.085702390814706,35
5d,ATR_pct,21.256080222768443,3.7174729886202305,35
5d,SMA_20,19.31635548557554,5.306392982330832,35
5d,volatility_10,18.82848415374756,3.601124768530293,35
5d,MACD_hist,18.73389024734497,3.581993305918061,35
5d,BB_width,18.54123050570488,4.283132039022699,35
5d,month_sin,16.443722573348452,3.2364239439297595,35
5d,MACD,16.42355808019638,3.370427366111217,35
5d,BB_upper,16.385930244411743,2.532738354448909,35
5d,ATR,16.02701242651258,2.6624629862583484,35
5d,MACD_signal,15.245698702335357,1.4922012386454317,35
5d,EMA_50,12.842067762783595,3.2804526583226807,35
5d,price_to_sma_50,12.598291538442885,3.261417978717,35
5d,momentum_20,12.080567048702921,1.8947821836490744,35
5d,BB_lower,11.625752943754197,3.240270849040572,35
5d,EMA_5,11.59465628351484,1.2458573330623448,35
5d,RSI_14,10.48861199106489,1.7271590283169456,35
5d,month_cos,10.145749725614275,1.263064754901804,35
5d,volatility_5,9.970675896321024,0.8891953709825395,35
5d,STOCH_D,9.577862359796251,1.5463458983383152,35
5d,rsi_volume,9.349126264027186,1.74321899983387,35
5d,SMA_10,9.336807659694127,1.8112511488515861,35
5d,EMA_20,9.318872056688582,0.7051035712372862,35
5d,SMA_5,7.976001209872109,1.7269637383149845,35
5d,momentum_10,7.4692539470536365,1.8607191447141023,35
5d,hl_spread,6.919056844711304,0.7206736927946839,35
5d,price_to_sma_10,6.774078354665211,1.5642292434387914,35
5d,STOCH_K,6.703606045246124,0.8722615029949704,35
5d,trend_momentum,6.317840260267258,1.7241774092327495,35
5d,BB_position,6.109541732924325,1.3864050522016897,35
5d,oc_spread,5.900352058240346,1.042494019388247,35
5d,position_in_range_5,5.4184834105627875,0.670141588248765,35
5d,position_in_range_10,5.003265983717782,0.6813080859355285,35
5d,price_to_sma_20,4.858088571684701,0.7920140831359976,35
5d,volume_ratio,4.22205163330904,0.19778247092873824,35
5d,momentum_5,3.697843873500824,0.3210986917981105,35
5d,EMA_10,3.6248462055410657,0.6049084466560325,35
5d,returns,2.4653337512697493,0.4987995108116131,35
5d,price_to_sma_5,1.9349157060895648,0.16090045227263858,35
5d,BB_middle,0.8498731545039586,0.12741492706391103,35
5d,sentiment_rsi,0.839992248586246,0.07271651565855972,35
5d,momentum_1,0.8352362973349435,0.06983982661392117,35
5d,ADX_strong_trend,0.5988285745893206,0.08331642337644012,35
5d,log_returns,0.562938574382237,0.02499363136295458,35
5d,day_cos,0.37663446324212213,0.029396392390314358,35
5d,sma_cross_5_20,0.3764354433332171,0.11548101198303345,35
5d,sma_cross_10_50,0.2657534190586635,0.025107621645713434,35
5d,day_sin,0.06173542567661831,0.001001086403581688,35
5d,sentiment_momentum,0.04937971319471087,0.04303945508407029,35
5d,MACD_cross,0.0,0.0,35
5d,RSI_overbought,0.0,0.0,35
5d,RSI_oversold,0.0,0.0,35
5d,latest_sentiment,0.0,0.0,35
5d,negative_ratio,0.0,0.0,35
5d,news_volume,0.0,0.0,35
5d,positive_ratio,0.0,0.0,35
5d,sentiment_score,0.0,0.0,35
