Ticker,Stock,Horizon,Std_Accuracy,Std_Sharpe,Std_ROI,Opt_Threshold,Opt_Accuracy,Opt_Sharpe,Opt_ROI,Sharpe_Improvement,ROI_Improvement
AAPL,Apple,1d,0.5465587044534413,0.8666546688136972,47.468384100395006,0.3,0.5465587044534413,0.8666546688136972,47.468384100395006,0.0,0.0
AAPL,Apple,5d,0.5465587044534413,0.8274335714302098,231.55841381749184,0.3,0.5465587044534413,0.8274335714302098,231.55841381749184,0.0,0.0
AAPL,Apple,21d,0.6093117408906883,0.9690420113307121,933.2801344167037,0.3,0.6093117408906883,0.9690420113307121,933.2801344167037,0.0,0.0
GOOGL,Alphabet,1d,0.5566801619433198,1.4731764107032597,87.56568069929112,0.49999999999999994,0.5566801619433198,1.4731764107032597,87.56568069929112,0.0,0.0
GOOGL,Alphabet,5d,0.5769230769230769,1.5332880558752757,436.23083777461125,0.3,0.5769230769230769,1.5332880558752757,436.23083777461125,0.0,0.0
GOOGL,Alphabet,21d,0.659919028340081,1.5336082752904363,1811.5471969424411,0.3,0.659919028340081,1.5336082752904363,1811.5471969424411,0.0,0.0
BARC.L,Barclays,1d,0.5645161290322581,1.9905954393464873,117.56940188003458,0.49999999999999994,0.5645161290322581,1.9905954393464873,117.56940188003458,0.0,0.0
BARC.L,Barclays,5d,0.5786290322580645,0.8354869266038654,243.85145127486805,0.3,0.6774193548387096,2.295978695491078,642.0060515538846,1.4604917688872125,398.15460027901656
BARC.L,Barclays,21d,0.6270161290322581,1.3131075084080348,1502.7427270179885,0.3,0.7439516129032258,2.6648150593373785,2585.0263991494226,1.3517075509293437,1082.283672131434
